,YearsExperience,Salary
5037,45.8,2107808.0
5038,39.9,1669258.0
5039,32.3,1203945.0
5040,24.1,815946.0
5041,31.4,1170964.0
5042,44.6,2003205.0
5043,26.8,950224.0
5044,16.8,511011.0
5045,39.2,1647605.0
5046,20.7,678057.0
5047,37.1,1468331.0
5048,41.8,1871138.0
5049,15.0,441808.0
5050,36.2,1459761.0
5051,15.8,474461.0
5052,26.8,922896.0
5053,10.4,279305.0
5054,34.3,1372754.0
5055,40.0,1702834.0
5056,44.4,2002990.0
5057,17.7,538722.0
5058,48.5,2337702.0
5059,14.0,407606.0
5060,1.6,62540.0
5061,49.2,2347673.0
5062,31.3,1191227.0
5063,42.1,1879298.0
5064,28.5,1032787.0
5065,19.5,596406.0
5066,29.8,1098927.0
5067,43.2,1920814.0
5068,37.6,1546795.0
5069,35.3,1411025.0
5070,15.7,463175.0
5071,1.6,65430.0
5072,20.7,675638.0
5073,24.9,841507.0
5074,11.9,341986.0
5075,22.6,746849.0
5076,47.5,2241285.0
5077,10.8,312481.0
5078,15.1,435125.0
5079,5.6,145190.0
5080,39.2,1652285.0
5081,38.9,1603186.0
5082,45.7,2153097.0
5083,22.2,730663.0
5084,1.2,48616.0
5085,24.1,811986.0
5086,25.0,873319.0
5087,9.5,278176.0
5088,46.2,2105763.0
5089,36.6,1448206.0
5090,26.2,915965.0
5091,38.8,1579469.0
5092,7.2,183084.0
5093,43.6,1923735.0
5094,41.1,1792398.0
5095,46.9,2169321.0
5096,33.8,1332400.0
5097,6.6,163669.0
5098,36.2,1471663.0
5099,23.0,776724.0
5100,35.7,1416378.0
5101,26.1,894054.0
5102,0.2,36546.0
5103,46.6,2128701.0
5104,34.4,1353124.0
5105,29.7,1060818.0
5106,4.4,118926.0
5107,23.3,790563.0
5108,2.3,76730.0
5109,26.0,898363.0
5110,32.9,1263546.0
5111,15.6,462891.0
5112,28.9,1049897.0
5113,15.6,462494.0
5114,44.6,2021725.0
5115,16.0,469828.0
5116,9.6,249997.0
5117,13.8,381378.0
5118,16.0,489012.0
5119,22.1,745778.0
5120,5.9,154329.0
5121,7.5,195565.0
5122,13.7,387367.0
5123,0.8,45537.0
5124,31.1,1172593.0
5125,25.7,900789.0
5126,10.3,284355.0
5127,17.5,532347.0
5128,15.9,479906.0
5129,7.1,180206.0
5130,35.2,1416988.0
5131,14.2,404762.0
5132,12.2,339995.0
5133,3.6,108022.0
5134,30.7,1162275.0
5135,16.9,491775.0
5136,22.2,738056.0
5137,6.5,162179.0
5138,23.5,773445.0
5139,33.8,1332365.0
5140,5.3,137768.0
5141,2.7,86543.0
5142,21.3,683625.0
5143,8.9,234023.0
5144,29.8,1124584.0
5145,29.6,1106419.0
5146,41.8,1768993.0
5147,35.0,1401388.0
5148,30.8,1183017.0
5149,15.6,437054.0
5150,40.9,1757701.0
5151,35.6,1438605.0
5152,33.5,1317371.0
5153,26.7,952948.0
5154,48.7,2311750.0
5155,37.8,1559032.0
5156,23.3,775245.0
5157,6.6,176455.0
5158,40.6,1754785.0
5159,46.0,2130842.0
5160,23.4,774006.0
5161,22.8,747909.0
5162,34.2,1321631.0
5163,35.5,1432962.0
5164,23.3,781387.0
5165,11.6,325051.0
5166,11.2,300859.0
5167,43.1,1939040.0
5168,30.8,1166399.0
5169,45.6,2097772.0
5170,19.6,606904.0
5171,35.0,1356436.0
5172,33.3,1294919.0
5173,39.4,1665334.0
5174,44.1,2007167.0
5175,22.7,756931.0
5176,1.5,55152.0
5177,23.8,813396.0
5178,17.6,528256.0
5179,23.1,772134.0
5180,8.5,234188.0
5181,38.4,1584261.0
5182,30.2,1107021.0
5183,6.4,164146.0
5184,5.1,136086.0
5185,40.9,1760929.0
5186,39.8,1662876.0
5187,16.3,484220.0
5188,32.5,1250813.0
5189,39.6,1697809.0
5190,26.6,950574.0
5191,20.0,616534.0
5192,20.7,663892.0
5193,31.0,1191300.0
5194,27.4,961890.0
5195,48.7,2335871.0
5196,19.2,596203.0
5197,17.0,499560.0
5198,40.7,1796153.0
5199,29.5,1080824.0
5200,39.2,1643475.0
5201,21.8,741684.0
5202,39.4,1711779.0
5203,27.2,957273.0
5204,11.8,324607.0
5205,33.1,1321406.0
5206,3.9,114478.0
5207,46.5,2152426.0
5208,28.7,1030505.0
5209,24.3,806294.0
5210,29.6,1060669.0
5211,23.1,770535.0
5212,27.8,994048.0
5213,41.1,1776433.0
5214,8.8,234886.0
5215,47.8,2232488.0
5216,3.5,101501.0
5217,5.4,138722.0
5218,40.7,1753449.0
5219,38.6,1590244.0
5220,18.9,577596.0
5221,24.7,848570.0
5222,33.0,1276360.0
5223,4.5,112772.0
5224,40.9,1756158.0
5225,44.4,1985498.0
5226,45.2,2061686.0
5227,31.8,1208909.0
5228,0.0,27939.0
5229,7.3,195586.0
5230,7.5,196500.0
5231,26.6,939573.0
5232,19.5,615129.0
5233,28.9,1043410.0
5234,9.8,268078.0
5235,34.1,1361203.0
5236,15.8,456612.0
5237,28.5,1035105.0
5238,45.7,2077676.0
5239,15.2,448834.0
5240,47.2,2169380.0
5241,21.7,702321.0
5242,49.1,2371398.0
5243,17.2,529585.0
5244,4.5,131739.0
5245,0.4,38822.0
5246,49.3,2344385.0
5247,20.2,631772.0
5248,6.4,177991.0
5249,14.7,425782.0
5250,18.5,567185.0
5251,27.4,954759.0
5252,2.7,83116.0
5253,35.2,1409352.0
5254,41.0,1772361.0
5255,18.0,558530.0
5256,43.1,1914731.0
5257,43.3,1979294.0
5258,11.8,340190.0
5259,35.1,1399875.0
5260,19.7,624160.0
5261,15.9,458094.0
5262,19.1,608994.0
5263,19.1,604135.0
5264,27.3,969673.0
5265,33.1,1278716.0
5266,23.7,804267.0
5267,9.4,250582.0
5268,19.2,575047.0
5269,46.2,2176267.0
5270,42.0,1811014.0
5271,7.7,215837.0
5272,49.9,2375050.0
5273,33.5,1311064.0
5274,6.7,186681.0
5275,3.6,107505.0
5276,0.8,48178.0
5277,36.1,1469782.0
5278,24.3,821675.0
5279,21.8,707360.0
5280,49.5,2401684.0
5281,4.2,111268.0
5282,32.1,1236841.0
5283,20.8,638791.0
5284,22.8,753211.0
5285,39.4,1652069.0
5286,30.2,1094519.0
5287,21.3,673349.0
5288,9.0,235174.0
5289,25.5,873325.0
5290,27.6,995915.0
5291,22.5,744519.0
5292,17.8,546526.0
5293,9.3,248964.0
5294,30.2,1139045.0
5295,28.9,1019109.0
5296,42.3,1879640.0
5297,11.8,335128.0
5298,25.1,859508.0
5299,20.5,659056.0
5300,27.3,961587.0
5301,18.3,553622.0
5302,48.9,2400211.0
5303,28.4,1027511.0
5304,35.2,1383507.0
5305,5.7,159072.0
5306,24.1,811008.0
5307,34.5,1373620.0
5308,7.1,191265.0
5309,36.6,1432451.0
5310,49.2,2374999.0
5311,49.2,2439915.0
5312,38.9,1670167.0
5313,23.2,779958.0
5314,3.9,120027.0
5315,44.5,2050865.0
5316,4.4,120895.0
5317,23.6,777563.0
5318,37.1,1520303.0
5319,48.0,2244057.0
5320,3.9,106036.0
5321,31.7,1185552.0
5322,39.9,1725146.0
5323,15.6,474773.0
5324,2.6,84106.0
5325,17.2,527571.0
5326,38.9,1657608.0
5327,23.4,770002.0
5328,25.6,887433.0
5329,23.5,777778.0
5330,36.7,1517449.0
5331,21.1,688792.0
5332,48.0,2254371.0
5333,39.9,1752769.0
5334,14.5,415503.0
5335,1.8,66665.0
5336,46.1,2129788.0
5337,37.5,1558666.0
5338,36.3,1445494.0
5339,28.2,995164.0
5340,3.1,91192.0
5341,23.7,803348.0
5342,8.5,232442.0
5343,2.6,81217.0
5344,49.5,2385252.0
5345,40.4,1724388.0
5346,31.2,1151567.0
5347,14.3,420586.0
5348,4.1,112236.0
5349,25.3,904606.0
5350,42.6,1881795.0
5351,13.9,387445.0
5352,6.6,170231.0
5353,14.0,400899.0
5354,42.9,1921105.0
5355,0.7,49081.0
5356,5.6,163081.0
5357,8.7,228606.0
5358,29.6,1093193.0
5359,7.6,191363.0
5360,22.3,699129.0
5361,40.4,1725184.0
5362,13.1,384168.0
5363,35.0,1396772.0
5364,24.2,808411.0
5365,40.0,1725150.0
5366,43.1,1943103.0
5367,17.1,497028.0
5368,4.2,112406.0
5369,7.3,194522.0
5370,46.7,2185406.0
5371,7.7,200061.0
5372,24.8,866244.0
5373,49.7,2452628.0
5374,38.5,1595615.0
5375,11.9,327386.0
5376,22.0,711689.0
5377,31.9,1234534.0
5378,10.5,273266.0
5379,36.7,1521968.0
5380,17.3,530006.0
5381,32.1,1201860.0
5382,37.8,1542057.0
5383,5.8,156455.0
5384,8.4,221423.0
5385,19.9,629139.0
5386,15.1,433370.0
5387,37.3,1577575.0
5388,37.6,1579242.0
5389,26.6,970256.0
5390,19.0,575767.0
5391,35.3,1440802.0
5392,23.7,785608.0
5393,7.3,190531.0
5394,43.5,1927057.0
5395,0.6,40568.0
5396,46.4,2121267.0
5397,22.4,722691.0
5398,33.9,1339050.0
5399,48.1,2271323.0
5400,34.1,1349987.0
5401,2.1,70567.0
5402,45.9,2149979.0
5403,31.9,1204603.0
5404,47.8,2278728.0
5405,21.6,694846.0
5406,45.9,2177987.0
5407,42.9,1894419.0
5408,16.7,499214.0
5409,13.4,390850.0
5410,4.9,127963.0
5411,32.7,1257597.0
5412,19.6,630406.0
5413,38.7,1621870.0
5414,37.5,1521472.0
5415,36.7,1501199.0
5416,29.4,1094201.0
5417,9.7,251497.0
5418,16.9,511507.0
5419,34.5,1357835.0
5420,9.0,231217.0
5421,27.4,965848.0
5422,33.6,1328176.0
5423,41.6,1825130.0
5424,0.6,43404.0
5425,4.9,144401.0
5426,5.2,139010.0
5427,22.3,719530.0
5428,11.0,305199.0
5429,14.2,401860.0
5430,9.7,263393.0
5431,1.2,52597.0
5432,4.6,133487.0
5433,46.9,2167750.0
5434,32.8,1272732.0
5435,41.8,1810425.0
5436,47.5,2231881.0
5437,31.9,1212620.0
5438,35.4,1394975.0
5439,6.0,156075.0
5440,42.8,1896690.0
5441,6.5,189457.0
5442,32.8,1200351.0
5443,45.0,2051465.0
5444,28.3,1036589.0
5445,48.4,2284984.0
5446,44.8,2059664.0
5447,34.8,1371865.0
5448,12.7,349526.0
5449,23.3,775226.0
5450,46.8,2212672.0
5451,31.9,1211524.0
5452,46.1,2071743.0
5453,13.8,385434.0
5454,21.3,682039.0
5455,45.2,2064065.0
5456,38.5,1599150.0
5457,16.2,472792.0
5458,8.1,210983.0
5459,3.7,93910.0
5460,38.9,1596902.0
5461,19.1,610118.0
5462,16.6,516832.0
5463,3.0,87870.0
5464,47.8,2261684.0
5465,13.2,367460.0
5466,22.0,737300.0
5467,24.6,833204.0
5468,46.4,2175832.0
5469,30.5,1185753.0
5470,8.9,245638.0
5471,24.6,842582.0
5472,7.2,205119.0
5473,38.4,1619054.0
5474,10.9,294020.0
5475,32.2,1239121.0
5476,45.6,2161063.0
5477,35.8,1443724.0
5478,5.2,132749.0
5479,3.6,101700.0
5480,28.6,1048474.0
5481,12.5,347439.0
5482,22.3,739622.0
5483,44.8,2042088.0
5484,7.4,191374.0
5485,32.0,1224938.0
5486,46.6,2202963.0
5487,33.2,1254721.0
5488,13.3,373106.0
5489,35.0,1398082.0
5490,45.2,2076109.0
5491,28.7,1062576.0
5492,25.8,864303.0
5493,47.0,2199606.0
5494,24.5,844733.0
5495,21.8,732777.0
5496,42.2,1866917.0
5497,39.0,1675580.0
5498,39.3,1657133.0
5499,27.0,912246.0
5500,0.2,29897.0
5501,47.7,2219223.0
5502,40.9,1784545.0
5503,24.1,803486.0
5504,28.4,1018450.0
5505,46.8,2150704.0
5506,17.9,519851.0
5507,34.1,1360242.0
5508,20.0,620480.0
5509,31.6,1221868.0
5510,47.9,2262566.0
5511,4.5,129721.0
5512,26.7,931375.0
5513,48.0,2241097.0
5514,4.0,110123.0
5515,23.0,780419.0
5516,38.3,1562266.0
5517,32.4,1237700.0
5518,8.8,224105.0
5519,2.0,58811.0
5520,19.2,599184.0
5521,9.6,246290.0
5522,34.8,1357754.0
5523,44.8,2054292.0
5524,31.5,1213615.0
5525,18.0,537762.0
5526,4.2,122445.0
5527,31.6,1229919.0
5528,36.8,1483417.0
5529,7.0,183672.0
5530,9.7,247399.0
5531,36.0,1446872.0
5532,29.6,1096501.0
5533,24.5,814487.0
5534,3.1,91297.0
5535,27.0,960345.0
5536,15.4,442608.0
5537,26.7,944542.0
5538,41.7,1816301.0
5539,22.5,723182.0
5540,49.8,2372495.0
5541,1.9,73325.0
5542,2.8,90045.0
5543,39.4,1676981.0
5544,2.1,73184.0
5545,5.9,151161.0
5546,40.4,1725725.0
5547,33.4,1269933.0
5548,22.9,764195.0
5549,33.9,1333354.0
5550,43.7,1968753.0
5551,7.4,188679.0
5552,29.0,1023741.0
5553,46.2,2153931.0
5554,1.8,63741.0
5555,7.1,191590.0
5556,32.7,1275243.0
5557,23.6,799823.0
5558,45.9,2071561.0
5559,2.3,73782.0
5560,35.1,1418002.0
5561,6.5,174134.0
5562,8.6,230563.0
5563,2.5,73269.0
5564,15.4,454288.0
5565,39.7,1730536.0
5566,22.8,754276.0
5567,8.5,236515.0
5568,29.6,1087513.0
5569,40.9,1773676.0
5570,5.3,144596.0
5571,24.9,840868.0
5572,40.0,1709699.0
5573,11.0,310630.0
5574,40.2,1714770.0
5575,21.3,659634.0
5576,40.6,1756104.0
5577,49.1,2383236.0
5578,33.9,1296957.0
5579,16.2,479374.0
5580,48.8,2329348.0
5581,28.8,1059485.0
5582,6.9,181360.0
5583,41.8,1815096.0
5584,39.7,1680453.0
5585,38.2,1611723.0
5586,29.7,1076594.0
5587,16.8,504210.0
5588,6.0,156044.0
5589,7.1,184379.0
5590,20.8,657139.0
5591,34.8,1356862.0
5592,27.7,970663.0
5593,21.9,722042.0
5594,46.3,2128216.0
5595,2.0,64946.0
5596,5.0,145037.0
5597,42.4,1867890.0
5598,30.6,1127043.0
5599,38.9,1669509.0
5600,0.8,46338.0
5601,24.3,810048.0
5602,0.3,39018.0
5603,9.0,231450.0
5604,4.5,137637.0
5605,32.6,1257901.0
5606,44.3,2047265.0
5607,20.8,692039.0
5608,40.4,1740496.0
5609,38.6,1632607.0
5610,34.6,1327294.0
5611,10.3,272391.0
5612,32.0,1225216.0
5613,26.2,910256.0
5614,20.6,632175.0
5615,46.9,2205841.0
5616,30.5,1151374.0
5617,1.9,69169.0
5618,9.0,240881.0
5619,25.0,872756.0
5620,47.5,2213939.0
5621,31.4,1174149.0
5622,39.1,1669762.0
5623,17.4,533748.0
5624,0.2,30976.0
5625,11.8,321027.0
5626,5.9,155769.0
5627,26.5,918925.0
5628,4.8,122524.0
5629,18.1,558146.0
5630,38.1,1593743.0
5631,27.0,942285.0
5632,11.0,300194.0
5633,38.5,1599942.0
5634,33.0,1281163.0
5635,13.8,381546.0
5636,9.7,257404.0
5637,39.8,1713663.0
5638,34.3,1411565.0
5639,48.4,2324985.0
5640,23.7,795372.0
5641,8.8,244593.0
5642,33.5,1302773.0
5643,2.2,65484.0
5644,32.2,1231396.0
5645,14.3,397672.0
5646,21.7,698101.0
5647,16.7,521465.0
5648,40.3,1707357.0
5649,37.9,1581543.0
5650,2.2,73416.0
5651,37.0,1506310.0
5652,46.2,2136503.0
5653,8.8,230684.0
5654,39.3,1670636.0
5655,24.3,815173.0
5656,5.8,149745.0
5657,44.8,2055998.0
5658,36.1,1468788.0
5659,29.6,1080400.0
5660,16.3,485512.0
5661,9.9,257285.0
5662,33.8,1333111.0
5663,16.3,483918.0
5664,38.9,1635008.0
5665,16.3,494726.0
5666,4.9,128921.0
5667,36.9,1488906.0
5668,43.5,1930965.0
5669,18.8,568348.0
5670,11.0,303582.0
5671,23.5,798110.0
5672,24.2,827285.0
5673,44.5,1989811.0
5674,7.2,196398.0
5675,46.4,2160670.0
5676,22.7,764011.0
5677,19.4,615760.0
5678,6.8,178511.0
5679,36.0,1489033.0
5680,31.6,1193369.0
5681,48.8,2406940.0
5682,10.1,278994.0
5683,6.4,174141.0
5684,34.6,1382167.0
5685,3.0,95815.0
5686,6.8,175433.0
5687,42.6,1914966.0
5688,22.9,755713.0
5689,8.6,224796.0
5690,17.2,514342.0
5691,44.3,2032638.0
5692,30.2,1123223.0
5693,39.5,1677500.0
5694,31.9,1210391.0
5695,30.6,1149920.0
5696,8.5,214242.0
5697,48.5,2320175.0
5698,42.8,1885826.0
5699,4.3,128202.0
5700,42.8,1843471.0
5701,24.5,845241.0
5702,49.8,2434887.0
5703,29.6,1087180.0
5704,41.8,1826409.0
5705,14.0,399100.0
5706,36.5,1467804.0
5707,36.8,1523656.0
5708,12.3,345310.0
5709,16.4,502945.0
5710,29.0,1054869.0
5711,44.6,2014242.0
5712,29.6,1127977.0
5713,7.4,211337.0
5714,28.7,1022812.0
5715,0.3,39641.0
5716,49.0,2341886.0
5717,2.0,63510.0
5718,23.5,789011.0
5719,38.4,1595779.0
5720,1.7,66901.0
5721,26.6,913644.0
5722,24.0,831665.0
5723,39.9,1718219.0
5724,41.1,1780762.0
5725,22.6,740554.0
5726,12.0,325493.0
5727,27.9,1012373.0
5728,0.6,36099.0
5729,36.6,1514460.0
5730,47.5,2199549.0
5731,6.6,186766.0
5732,14.8,425091.0
5733,32.4,1279303.0
5734,4.5,122836.0
5735,24.0,821028.0
5736,15.2,442307.0
5737,35.2,1402942.0
5738,42.9,1942027.0
5739,37.4,1583402.0
5740,1.2,49536.0
5741,22.7,737372.0
5742,38.6,1661194.0
5743,43.7,1973002.0
5744,20.3,634245.0
5745,39.5,1626959.0
5746,18.5,574448.0
5747,23.2,769117.0
5748,31.7,1217272.0
5749,43.0,1893602.0
5750,3.5,104417.0
5751,44.7,2009767.0
5752,16.6,477472.0
5753,1.6,57259.0
5754,21.3,689491.0
5755,13.5,395983.0
5756,47.3,2241965.0
5757,27.1,929461.0
5758,39.7,1699828.0
5759,39.4,1672262.0
5760,4.0,105499.0
5761,44.0,1958490.0
5762,36.8,1530751.0
5763,2.7,81708.0
5764,47.3,2215391.0
5765,33.7,1304235.0
5766,44.4,1998854.0
5767,5.5,145365.0
5768,18.3,559239.0
5769,31.0,1166267.0
5770,18.3,549344.0
5771,8.8,243153.0
5772,27.9,983976.0
5773,3.4,107498.0
5774,35.5,1411815.0
5775,10.2,269167.0
5776,49.1,2338775.0
5777,11.9,338626.0
5778,5.7,159902.0
5779,23.9,793398.0
5780,47.0,2141924.0
5781,29.0,1063352.0
5782,48.0,2259451.0
5783,10.5,296217.0
5784,37.3,1555931.0
5785,11.3,313310.0
5786,17.6,557075.0
5787,13.4,384749.0
5788,34.0,1336555.0
5789,13.9,365453.0
5790,3.2,96553.0
5791,17.3,507187.0
5792,24.3,816201.0
5793,26.3,874220.0
5794,6.1,166350.0
5795,35.5,1433694.0
5796,33.9,1311596.0
5797,26.6,938120.0
5798,14.6,419532.0
5799,31.0,1171183.0
5800,40.0,1703583.0
5801,47.3,2192151.0
5802,40.4,1759683.0
5803,47.0,2192299.0
5804,3.3,100071.0
5805,44.6,2006855.0
5806,22.9,779480.0
5807,4.0,103173.0
5808,44.9,1998184.0
5809,14.4,411835.0
5810,47.8,2241084.0
5811,5.5,140450.0
5812,13.8,386917.0
5813,34.9,1380312.0
5814,24.8,832381.0
5815,43.7,1944618.0
5816,26.0,899818.0
5817,31.4,1188929.0
5818,14.7,421621.0
5819,48.5,2328949.0
5820,27.1,934093.0
5821,6.6,179717.0
5822,17.3,528641.0
5823,22.2,724128.0
5824,32.2,1238334.0
5825,14.6,384979.0
5826,3.1,91558.0
5827,43.6,1967938.0
5828,11.6,317865.0
5829,47.4,2212879.0
5830,32.2,1244932.0
5831,20.6,672665.0
5832,17.1,504797.0
5833,32.3,1221275.0
5834,16.3,496034.0
5835,29.7,1067943.0
5836,34.8,1338188.0
5837,42.1,1879598.0
5838,22.3,746924.0
5839,15.2,436565.0
5840,6.6,180427.0
5841,39.5,1685283.0
5842,8.6,229992.0
5843,13.0,361716.0
5844,24.2,820834.0
5845,48.5,2287603.0
5846,38.5,1588268.0
5847,2.4,78303.0
5848,17.7,551948.0
5849,22.8,745168.0
5850,8.3,227738.0
5851,46.2,2142974.0
5852,35.6,1389128.0
5853,14.3,407107.0
5854,48.7,2329847.0
5855,42.0,1864249.0
5856,34.6,1346536.0
5857,33.3,1279626.0
5858,7.7,201944.0
5859,11.9,326759.0
5860,2.1,72465.0
5861,15.8,470498.0
5862,6.3,172952.0
5863,13.0,355342.0
5864,9.2,246856.0
5865,28.1,1023494.0
5866,1.7,61732.0
5867,15.8,463261.0
5868,17.2,522013.0
5869,18.6,565847.0
5870,27.0,947009.0
5871,8.1,212325.0
5872,15.1,425325.0
5873,46.0,2131230.0
5874,20.2,628886.0
5875,25.0,828716.0
5876,7.3,190206.0
5877,22.9,749004.0
5878,16.0,470306.0
5879,0.2,32854.0
5880,36.9,1531359.0
5881,48.8,2377442.0
5882,16.6,512545.0
5883,35.3,1411775.0
5884,23.7,785183.0
5885,14.5,419581.0
5886,47.2,2270909.0
5887,49.0,2320516.0
5888,28.7,1040624.0
5889,7.4,204672.0
5890,28.3,1031718.0
5891,45.3,2055995.0
5892,22.1,705038.0
5893,34.5,1388254.0
5894,36.6,1463777.0
5895,45.0,2073021.0
5896,7.0,173070.0
5897,27.5,969170.0
5898,15.4,447698.0
5899,20.1,617173.0
5900,42.0,1829939.0
5901,22.3,709918.0
5902,4.6,124117.0
5903,2.8,85526.0
5904,32.1,1207465.0
5905,29.2,1070470.0
5906,11.1,314664.0
5907,46.8,2195804.0
5908,13.9,382991.0
5909,1.1,50792.0
5910,26.9,933436.0
5911,22.3,722605.0
5912,33.6,1354710.0
5913,4.4,119763.0
5914,25.6,867126.0
5915,9.7,261721.0
5916,15.9,476906.0
5917,30.3,1122859.0
5918,47.2,2224557.0
5919,45.4,2098144.0
5920,18.1,560063.0
5921,7.4,190796.0
5922,42.7,1890959.0
5923,18.5,589734.0
5924,18.6,568797.0
5925,14.2,391949.0
5926,17.6,530649.0
5927,48.9,2368186.0
5928,43.7,1944680.0
5929,4.4,113236.0
5930,36.4,1446304.0
5931,22.2,739184.0
5932,49.6,2371759.0
5933,40.2,1710855.0
5934,14.4,425757.0
5935,40.3,1722719.0
5936,48.5,2298275.0
5937,21.2,669864.0
5938,44.8,2045356.0
5939,7.0,185486.0
5940,29.4,1084690.0
5941,4.3,114065.0
5942,10.4,289049.0
5943,23.7,797284.0
5944,43.4,1933777.0
5945,49.3,2401864.0
5946,3.3,94198.0
5947,48.0,2310738.0
5948,37.8,1589417.0
5949,4.4,122063.0
5950,20.5,649139.0
5951,45.7,2113968.0
5952,20.7,649592.0
5953,27.8,970393.0
5954,35.5,1485426.0
5955,37.8,1598332.0
5956,6.8,180975.0
5957,9.3,249917.0
5958,19.1,611487.0
5959,27.7,946558.0
5960,2.1,75353.0
5961,41.3,1811407.0
5962,41.7,1848621.0
5963,15.2,447207.0
5964,28.0,994240.0
5965,23.2,742803.0
5966,1.3,54946.0
5967,0.1,31651.0
5968,13.1,369411.0
5969,47.8,2271336.0
5970,41.7,1851371.0
5971,23.6,788582.0
5972,32.7,1245315.0
5973,44.6,2009160.0
5974,20.9,680983.0
5975,24.6,864486.0
5976,34.4,1350790.0
5977,12.2,344004.0
5978,6.0,146394.0
5979,13.9,379577.0
5980,49.7,2361017.0
5981,3.3,98944.0
5982,37.3,1562202.0
5983,29.1,1090482.0
5984,28.3,1017954.0
5985,43.4,1951542.0
5986,31.4,1189924.0
5987,23.8,789040.0
5988,34.7,1396202.0
5989,6.0,152290.0
5990,25.6,865311.0
5991,28.8,1030171.0
5992,42.3,1874260.0
5993,8.1,206791.0
5994,2.9,92701.0
5995,16.0,471239.0
5996,43.9,1984263.0
5997,6.8,180967.0
5998,8.2,222964.0
5999,13.6,391590.0
6000,21.0,652050.0
6001,45.6,2136198.0
6002,17.8,544256.0
6003,14.5,416527.0
6004,26.5,934193.0
6005,46.8,2177369.0
6006,25.7,886459.0
6007,38.3,1606661.0
6008,9.2,242987.0
6009,4.7,114992.0
6010,37.6,1577183.0
6011,27.2,966307.0
6012,43.6,1915925.0
6013,41.3,1798343.0
6014,34.2,1355483.0
6015,15.1,443996.0
6016,34.3,1379201.0
6017,34.4,1378503.0
6018,4.8,134991.0
6019,29.0,1043250.0
6020,41.2,1798050.0
6021,0.6,41144.0
6022,25.9,919505.0
6023,18.7,575664.0
6024,24.2,808567.0
6025,17.0,529920.0
6026,45.5,2129418.0
6027,5.1,140271.0
6028,7.7,208991.0
6029,11.1,293340.0
6030,9.4,258204.0
6031,44.9,2050787.0
6032,30.7,1147065.0
6033,41.6,1804508.0
6034,26.3,904375.0
6035,26.6,927232.0
6036,27.6,992438.0
6037,37.8,1550279.0
6038,5.7,149875.0
6039,23.0,732188.0
6040,3.8,103694.0
6041,40.9,1781168.0
6042,46.2,2099270.0
6043,24.0,778214.0
6044,15.6,442143.0
6045,18.1,569480.0
6046,40.9,1757670.0
6047,44.5,2007198.0
6048,29.9,1148274.0
6049,38.2,1568678.0
6050,17.1,501707.0
6051,35.5,1419499.0
6052,1.4,55752.0
6053,40.7,1766766.0
6054,11.1,305890.0
6055,42.8,1922878.0
6056,7.1,183220.0
6057,11.3,299771.0
6058,6.3,169402.0
6059,6.5,171335.0
6060,3.9,119194.0
6061,34.5,1346637.0
6062,39.2,1640868.0
6063,3.9,107661.0
6064,38.7,1578841.0
6065,37.9,1544909.0
6066,2.1,66684.0
6067,5.4,146414.0
6068,39.7,1665486.0
6069,25.7,892185.0
6070,3.0,99237.0
6071,5.9,166640.0
6072,12.7,345546.0
6073,3.3,98258.0
6074,33.4,1312759.0
6075,37.7,1560409.0
6076,39.1,1658387.0
6077,46.0,2165157.0
6078,10.3,272269.0
6079,45.1,2044912.0
6080,9.2,237614.0
6081,17.6,533625.0
6082,4.5,126559.0
6083,42.3,1848592.0
6084,47.1,2200212.0
6085,47.4,2203717.0
6086,17.4,520665.0
6087,8.0,213222.0
6088,25.0,851944.0
6089,36.4,1484216.0
6090,12.1,328193.0
6091,28.5,1029512.0
6092,5.0,140241.0
6093,28.9,1087429.0
6094,0.7,39525.0
6095,10.8,299172.0
6096,9.6,276230.0
6097,14.1,396723.0
6098,45.1,2058346.0
6099,26.9,933968.0
6100,48.7,2316842.0
6101,4.9,145182.0
6102,10.7,312093.0
6103,25.2,872209.0
6104,35.4,1401167.0
6105,18.3,562450.0
6106,29.5,1111431.0
6107,22.0,712937.0
6108,47.9,2293982.0
6109,9.0,248382.0
6110,17.7,518475.0
6111,19.0,589036.0
6112,10.7,292787.0
6113,11.4,304386.0
6114,5.6,159084.0
6115,49.2,2429902.0
6116,6.2,166696.0
6117,5.5,147416.0
6118,6.8,169280.0
6119,38.1,1630349.0
6120,35.2,1401696.0
6121,27.9,1000375.0
6122,2.0,68594.0
6123,16.4,491506.0
6124,5.8,159550.0
6125,14.2,403174.0
6126,30.0,1118034.0
6127,15.6,457617.0
6128,48.8,2335154.0
6129,22.2,731457.0
6130,27.7,993749.0
6131,14.5,428143.0
6132,42.8,1881571.0
6133,9.4,245629.0
6134,3.5,106775.0
6135,42.1,1809573.0
6136,23.8,779070.0
6137,34.0,1318827.0
6138,9.0,248649.0
6139,49.9,2459469.0
6140,24.6,841583.0
6141,5.3,137617.0
6142,21.9,692444.0
6143,32.9,1256236.0
6144,4.3,128606.0
6145,7.2,187877.0
6146,20.0,627080.0
6147,29.5,1100086.0
6148,5.1,137315.0
6149,46.3,2144402.0
6150,48.9,2325126.0
6151,3.2,92572.0
6152,48.8,2277979.0
6153,16.9,490323.0
6154,29.7,1118574.0
6155,49.5,2406800.0
6156,6.1,171596.0
6157,41.9,1836596.0
6158,36.3,1481145.0
6159,13.9,395938.0
6160,35.7,1450910.0
